commitID,NS,ND,NF,Entropy,LA,LD,LT,FIX,NDEV,bug
1414,1,1,1,0,21,6,1099,1,16,1
1415,1,1,20,0.806234518,38,38,570,1,19,1
1416,1,1,8,0.906405819,8,7,428,1,19,1
1417,1,1,2,0.468995594,6,0,893,1,17,1
1418,1,1,1,0,3,3,1084,1,16,0
1419,1,1,1,0,18,10,1084,1,16,0
1420,1,1,1,0,1,1,1078,1,16,0
1421,1,1,1,0,9,4,1078,1,16,0
1425,1,1,2,0.672294817,6,3,921,1,16,0
1426,1,1,1,0,2,2,1060,1,14,0
1427,1,1,1,0,2,2,1060,1,14,0
1428,1,1,1,0,1,0,1060,1,14,0
1429,1,1,1,0,43,20,1059,1,14,0
1432,1,1,1,0,1,0,1028,1,14,0
1433,1,1,1,0,6,0,1027,1,14,0
1437,1,1,1,0,1,2,1011,1,13,0
1438,1,1,1,0,3,7,1012,0,12,1
1439,1,1,1,0,104,9,1016,1,12,1
1440,1,1,1,0,9,5,1003,1,12,0
1441,1,1,1,0,3,1,999,1,12,0
1442,1,1,2,1,7,5,815,1,13,0
1443,1,1,1,0,21,21,995,1,12,0
1444,1,1,1,0,16,2,995,1,12,1
1446,1,1,1,0,1,8,985,1,12,0
1447,1,1,1,0,7,1,989,1,12,0
1448,1,1,1,0,0,2,985,0,12,0
1450,1,1,1,0,1,1,985,1,12,0
1452,1,1,1,0,1,1,985,1,12,0
1453,1,1,3,0.985056822,4,1,540,1,13,1
1456,1,1,1,0,1,1,974,0,10,0
1457,1,1,3,0.81365241,6,2,713,0,11,0
1458,1,1,1,0,1,0,975,1,10,0
1459,1,1,1,0,2,2,974,0,9,0
1460,1,1,1,0,7,4,974,1,9,1
1461,1,1,1,0,10,2,973,1,7,1
1462,1,1,1,0,19,13,967,0,6,0
1463,1,1,1,0,10,1,963,0,6,0
1464,1,1,1,0,1,1,959,1,6,0
1465,1,1,1,0,0,1,959,0,6,0
1466,1,1,1,0,1,1,960,0,6,0
1468,1,1,1,0,15,0,958,1,6,1
1470,1,1,1,0,2,2,947,0,6,0
1472,1,1,1,0,1,1,944,1,6,0
1474,1,1,2,0.995727452,7,2,711,1,6,0
1476,1,1,2,0.918295834,3,3,591,1,7,0
1478,1,1,1,0,1,0,937,1,6,0
1479,1,1,2,0.849751137,49,8,506,1,6,1
1480,1,1,1,0,2,2,919,0,6,0
1481,1,1,2,0.532835063,20,1,807,0,6,1
1482,1,1,1,0,1,1,898,1,6,0
1483,1,1,1,0,4,2,898,0,6,0
1485,1,1,2,0.983939395,26,12,617,1,7,1
1487,1,1,2,0.998363673,45,7,608,1,7,1
1488,1,1,5,0.524189002,94,49,498,0,7,1
1489,1,1,1,0,1,1,678,1,6,0
1490,1,1,2,0.88797632,29,4,554,1,7,1
1491,1,1,1,0,3,3,668,0,6,0
1492,1,1,1,0,9,3,668,0,6,0
1496,1,1,5,0.573020611,93,10,430,1,6,1
1497,1,1,2,0.995727452,8,4,555,0,6,0
1498,1,1,1,0,2,24,626,1,6,1
1500,1,1,2,0.453716339,63,31,334,0,6,1
1501,1,1,1,0,7,2,594,1,6,1
1502,1,1,1,0,3,3,591,0,6,0
1503,1,1,1,0,3,3,591,0,6,0
1504,1,1,8,0.755089642,67,6,359,1,7,1
1505,1,1,1,0,5,0,565,1,6,0
1508,1,1,1,0,5,2,563,1,5,0
1509,1,1,1,0,2,2,561,0,5,0
1510,1,1,1,0,0,2,561,1,5,0
1511,1,1,1,0,5,4,562,0,5,1
1512,1,1,1,0,4,0,561,0,5,0
1514,1,1,1,0,2,2,561,1,5,1
1515,1,1,2,0.976020648,41,4,483,0,6,0
1516,1,1,1,0,4,4,544,1,5,0
1517,1,1,1,0,2,2,544,0,5,0
1519,1,1,3,0.895640306,15,5,430,1,7,1
1521,1,1,1,0,2,2,542,0,5,0
1523,1,1,1,0,2,2,542,1,5,0
1524,1,1,1,0,2,2,542,1,5,1
1525,1,1,1,0,2,2,542,1,5,0
1527,1,1,1,0,98,120,543,1,5,1
1528,1,1,1,0,22,0,548,0,5,0
1529,1,1,4,0.821858147,12,15,324,1,6,1
1530,1,1,1,0,4,2,548,0,4,0
1532,1,1,1,0,2,2,545,0,4,0
1533,1,1,2,0.954434003,11,0,365,0,5,1
1534,1,1,1,0,18,9,543,0,4,1
1536,1,1,1,0,2,2,526,0,3,0
1539,1,1,1,0,4,2,476,1,2,0
1540,1,1,1,0,4,6,475,0,2,0
1541,1,1,1,0,2,0,476,0,2,1
1542,1,1,1,0,4,2,475,1,2,0
1544,1,1,1,0,7,0,450,0,2,0
1545,1,1,1,0,9,7,448,0,2,0
1546,1,1,2,0.918295834,4,0,341,0,3,0
1548,1,1,2,0.99107606,12,3,296,0,3,1
1549,1,1,1,0,2,2,410,1,2,0
1550,1,1,1,0,2,2,410,1,2,0
1551,1,1,1,0,12,5,410,1,2,0
1554,1,1,1,0,59,25,408,0,1,1
1555,1,1,1,0,10,10,401,1,1,0
1557,1,1,2,0.811278124,11,4,276,1,1,0
1558,1,1,1,0,3,3,391,1,1,0
1559,1,1,1,0,43,36,391,1,1,0
1561,1,1,4,0.45960672,55,57,201,1,1,0
1562,1,1,1,0,29,2,414,0,1,1
1569,1,1,1,0,789,1259,700,0,8,0
1570,1,1,1,0,2,2,1089,1,19,0
1571,1,1,1,0,16,2,1089,1,19,0
1572,1,1,1,0,22,0,1076,1,18,0
1573,1,1,1,0,8,4,1061,1,18,0
1576,1,1,8,0.831614349,9,7,671,1,19,0
1579,1,1,6,0.617713927,84,13,683,0,19,0
1582,1,1,12,0.766854763,23,32,531,0,22,0
1587,1,1,7,0.56092722,27,34,801,0,20,0
1590,1,1,2,0.992111692,49,53,983,1,19,0
1594,1,1,7,0.74804514,7,14,613,1,19,0
1597,2,2,7,0.969509056,37,15,283,1,19,0
1603,1,1,3,0.940001721,69,25,900,1,20,0
1604,1,1,2,0.66319684,14,0,1013,0,19,0
1613,1,1,3,0.852422965,9,4,970,1,18,0
1615,1,1,1,0,4,2,889,1,28,0
1617,1,1,1,0,5,3,886,1,28,0
1618,1,1,1,0,1,1,885,1,19,0
1619,1,1,1,0,11,0,885,1,19,0
1620,1,1,22,0.760259939,7,5,312,1,22,0
1621,1,1,1,0,3,5,879,1,19,0
1622,1,1,1,0,7,5,880,1,19,0
1623,1,1,1,0,8,0,880,1,19,0
1624,1,1,1,0,1,1,878,1,19,0
1625,1,1,1,0,1,1,878,1,19,0
1626,1,1,1,0,1,1,878,1,19,0
1627,1,1,1,0,1,0,878,1,19,0
1631,1,1,1,0,3,3,385,0,21,0
1633,1,1,2,0.918295834,0,6,1166,0,25,0
1634,2,2,4,0.952819531,6,4,613,0,25,0
1635,2,2,2,0.995727452,6,7,472,0,21,0
1636,2,2,2,0.899743759,12,8,472,0,21,0
1637,2,2,2,0.836640742,11,5,471,1,21,0
1658,2,2,5,0.863170121,15,14,482,1,34,0
1659,2,2,2,0.994030211,12,5,637,1,34,0
1661,2,3,5,0.636095658,63,29,208,1,33,0
1663,2,2,2,0.512709142,59,59,296,1,30,0
1664,1,1,1,0,10,0,492,1,29,0
1667,1,1,1,0,16,0,488,1,29,0
1668,1,1,1,0,10,2,485,1,29,0
1669,1,1,1,0,23,6,485,1,28,0
1670,2,2,2,0.522559375,16,9,336,1,34,0
1671,1,1,1,0,5,5,553,1,33,0
1672,1,1,1,0,7,5,553,1,33,0
1673,1,1,1,0,13,2,554,1,33,0
1676,1,1,1,0,2,2,547,1,33,0
1677,1,1,1,0,38,0,547,1,33,0
1678,2,2,5,0.941347647,14,13,657,1,34,0
1679,2,2,2,0.994030211,10,5,764,1,34,0
1680,1,1,1,0,19,5,582,1,36,0
1681,1,1,1,0,2,2,580,1,36,0
1682,1,1,1,0,2,2,580,1,34,0
1686,1,1,1,0,3,3,369,1,7,0
1691,1,1,1,0,1,1,823,1,23,0
1692,1,1,1,0,5,5,804,1,22,1
1697,2,2,8,0.720757354,32,73,520,1,24,1
1704,1,1,1,0,0,0,292,1,1,1
1710,1,1,19,0.617359125,108,79,400,0,21,0
1712,1,1,1,0,0,0,0,1,12,0
1718,1,1,1,0,27,9,112,0,6,0
1724,1,1,1,0,11,0,92,0,5,0
1725,1,1,4,0.840241012,37,11,208,1,5,1
1726,1,1,3,0.782990571,15,44,138,0,5,1
1727,1,1,1,0,13,13,79,0,4,0
1731,1,1,1,0,0,68,44,0,1,0
1743,1,1,1,0,71,71,14,0,10,0
1751,2,2,6,0.957787204,5,2,709,1,35,1
1758,1,1,1,0,39,39,152,1,3,0
1759,1,1,1,0,13,7,152,1,3,1
1763,2,2,2,0.472189385,342,309,152,1,1,1
1764,1,1,1,0,6,6,154,1,1,0
1766,1,1,2,0.749595257,28,11,179,1,22,0
1767,1,1,1,0,39,39,152,1,4,0
1770,3,4,4,0.147389723,140,150,473,1,38,1
1773,2,3,3,0.712529714,56,48,722,1,38,0
1775,2,2,2,0.93506752,275,440,249,1,38,1
1776,2,2,4,0.934912811,12,10,351,1,37,1
1777,3,6,10,0.679022329,20,20,600,1,38,1
1780,2,3,3,0.72222036,65,59,826,1,37,1
1781,2,2,3,0.654113248,219,183,866,1,37,1
1782,2,2,2,0.04681338,11,1749,603,1,37,0
1784,2,2,2,0.95260921,6,16,1161,1,37,0
1785,2,2,2,0.942163169,17,9,1231,1,37,0
1786,1,1,1,0,7,1,2106,1,37,0
1790,1,1,1,0,21,0,2239,1,37,0
1793,2,3,4,0.546113971,44,22,956,1,36,1
1794,1,1,1,0,9,151,2471,1,36,1
1796,1,1,1,0,13,7,2631,1,36,0
1797,1,1,1,0,7,15,2625,1,36,1
1798,1,1,1,0,5,3,2629,1,36,1
1799,1,1,1,0,65,44,2628,1,36,1
1803,2,2,2,0.985228136,17,0,1429,1,36,1
1804,1,1,1,0,1,1,2636,1,36,0
1805,2,2,2,0.973265067,23,12,1413,1,36,1
1806,2,2,2,0.918295834,7,7,1398,1,36,1
1808,1,1,1,0,0,1,2633,1,36,0
1809,2,3,6,0.782779098,7,1,958,1,41,1
1810,1,1,1,0,1,60,2622,1,36,0
1812,1,1,1,0,0,0,2717,0,36,0
1813,1,1,1,0,1,0,2717,1,36,0
1817,2,3,9,0.768482877,11,15,496,1,38,1
1818,1,1,1,0,1,0,2704,1,36,0
1820,1,1,1,0,2,6,2704,1,36,1
1821,1,1,1,0,61,58,2706,1,36,1
1822,1,1,1,0,0,0,2704,1,36,0
1823,1,1,1,0,0,0,2704,1,36,0
1824,1,1,1,0,0,0,2704,1,36,0
1825,1,1,1,0,0,0,2704,1,36,0
1826,1,1,1,0,0,0,2704,1,36,0
1827,1,1,1,0,1,1,2704,1,36,0
1828,1,1,1,0,1,1,2704,1,36,0
1829,1,1,1,0,0,0,2704,1,36,0
1831,2,2,4,0.981443732,16,2,742,1,35,1
1832,1,1,1,0,1,1,2697,1,35,0
1833,1,1,1,0,0,0,2697,1,34,0
1834,1,1,1,0,1,1,2696,1,34,0
1837,2,2,2,0.249882293,11,1,2051,1,34,0
1838,1,1,1,0,2,0,2646,1,33,1
1840,2,3,17,0.896539243,4,4,613,1,41,1
1841,1,1,1,0,0,0,2636,1,33,0
1842,2,2,4,0.697754321,9,2,891,1,39,1
1843,1,1,1,0,1,0,2633,1,33,0
1846,1,1,1,0,5,3,2626,1,33,0
1847,2,2,3,0.029010502,344,157,1161,1,33,1
1848,2,2,4,0.713172274,6,1,1136,1,38,1
1850,2,2,12,0.300566692,54,7,556,1,37,1
1851,2,4,4,0.912505605,4,1,1084,1,34,0
1852,1,1,1,0,1,1,2607,1,33,0
1853,1,1,2,0.614138195,47,4,1408,1,34,1
1854,2,3,3,0.875911284,25,13,1254,1,34,1
1855,1,1,1,0,19,30,2540,1,33,1
1856,1,1,1,0,30,19,2545,1,33,1
1857,1,1,1,0,1,2,2540,1,33,1
1858,1,1,1,0,1,0,2541,1,33,0
1859,1,1,1,0,4,0,2539,1,33,0
1860,1,1,1,0,2,6,2533,1,33,1
1861,1,1,1,0,0,0,2539,1,33,0
1862,1,1,1,0,1,1,2539,1,33,0
1863,2,2,2,0.57700425,9,9,1419,1,34,1
1864,1,1,1,0,7,0,2542,1,32,1
1865,2,2,2,0.200622324,17,1,1783,1,32,0
1866,1,1,1,0,1,1,2494,1,31,0
1867,2,2,2,0.954434003,2,0,1967,1,31,0
1868,2,2,3,0.757839021,7,1,1216,1,31,1
1870,2,3,5,0.607123396,10,2,1129,1,37,1
1871,2,4,5,0.470098963,10,2,988,1,32,1
1872,1,1,1,0,2,0,2478,1,31,0
1873,1,1,1,0,6,2,2473,1,31,0
1875,2,2,2,0.918295834,1,1,1629,1,31,0
1876,2,2,2,0.970950594,4,5,1389,1,32,0
1877,1,1,1,0,2,1,2461,1,31,0
1878,2,3,3,0.846795401,4,1,1342,1,31,0
1879,1,1,1,0,1,2,2458,1,31,1
1880,2,2,8,0.811423847,7,4,851,1,38,1
1882,3,5,7,0.848185857,12,2,937,1,34,1
1883,1,1,1,0,4,5,2440,1,31,0
1884,1,1,1,0,12,9,2440,1,31,0
1885,2,2,4,0.786352071,5,2,1087,1,38,1
1887,2,2,2,0.918295834,2,0,1927,1,31,1
1888,2,2,3,0.364373718,45,28,989,1,36,1
1889,2,2,4,0.9035691,9,1,1012,1,36,1
1891,1,1,1,0,2,1,2421,1,31,1
1894,2,2,2,1,1,1,1245,1,31,0
1897,3,3,5,0.829127102,10,3,690,1,31,1
1898,2,3,9,0.620289046,11,13,608,1,36,1
1899,2,2,2,0.811278124,0,3,1356,1,32,1
1900,2,2,2,0.591672779,3,1,1907,1,31,1
1901,1,1,1,0,0,0,2393,1,31,0
1906,1,1,1,0,1,1,2386,1,31,1
1907,1,1,3,0.377947491,26,4,1149,1,36,1
1908,2,2,2,0.954434003,2,0,1901,1,31,0
1910,2,5,20,0.910407441,2,2,545,1,39,0
1911,1,1,1,0,2,2,2383,1,31,0
1912,2,2,2,0.831474388,7,0,1240,1,31,0
1914,2,2,2,0.995727452,3,0,1894,1,31,0
1915,2,2,2,0.591672779,6,5,1291,1,31,1
1916,2,2,2,1,1,1,1874,1,31,0
1919,1,1,1,0,0,0,2309,1,31,1
1922,2,2,2,0.998052495,32,29,1280,1,31,1
1924,1,1,1,0,21,21,2341,1,31,1
1925,1,1,1,0,3,0,2341,1,31,0
1926,1,1,2,1,2,1,1515,1,36,1
1927,1,1,1,0,1,10,2339,1,31,0
1929,1,1,1,0,0,0,2346,1,31,0
1930,2,3,4,0.855037632,71,16,1186,1,31,1
1931,2,2,2,0.327444919,3,17,1271,1,31,1
1933,1,1,2,0.99107606,5,1,1361,1,32,0
1934,1,1,1,0,8,0,2356,1,31,0
1935,1,1,1,0,0,0,2339,1,31,0
1937,1,1,1,0,13,7,2304,1,31,0
1939,2,2,2,0.932111568,5,1,1771,1,31,1
1940,1,1,1,0,2,0,2301,1,30,0
1941,2,2,4,0.544615039,4,4,933,1,30,1
1943,1,1,1,0,7,3,2293,1,30,0
1944,3,4,7,0.893854612,5,4,870,1,35,1
1945,1,1,1,0,6,0,2290,1,30,0
1946,1,1,1,0,81,82,2289,1,30,1
1948,1,1,1,0,1,0,2284,1,30,1
1949,2,2,4,0.904749763,8,5,897,1,35,1
1950,3,5,7,0.70300615,27,0,720,1,30,1
1951,1,1,1,0,8,9,2280,1,30,1
1954,1,1,2,0.650022422,6,0,1854,1,35,1
1956,1,1,1,0,11,8,2664,1,30,1
1957,2,3,5,0.730105731,20,10,861,1,30,1
1958,2,2,2,0.914821009,136,108,1593,1,30,1
1959,2,2,2,0.41381685,8,8,1524,1,30,0
1960,1,1,1,0,0,0,2751,1,30,0
1961,2,2,2,0.799048521,7,3,1557,1,30,1
1962,1,1,1,0,208,179,2744,1,30,1
1963,1,1,1,0,4,0,2668,1,30,0
1965,2,2,5,0.665536354,26,3,929,1,35,1
1967,1,1,1,0,5,1,2655,1,30,0
1968,1,1,1,0,3,0,2646,1,30,0
1973,1,1,1,0,0,0,2664,1,30,1
1975,1,1,1,0,3,2,2661,1,30,0
1976,1,1,1,0,5,0,2661,1,29,0
1978,1,1,1,0,2,1,2643,1,29,0
1981,1,1,1,0,1,0,2636,1,29,1
1985,1,1,1,0,11,0,2634,1,29,1
1986,2,2,2,0.503258335,3,0,1406,1,29,0
1987,1,1,1,0,4,3,2616,1,29,1
1989,1,1,1,0,3,2,2612,1,29,0
1990,1,1,1,0,3,1,2609,1,29,0
1991,1,1,1,0,0,2,2608,1,29,0
1992,1,1,1,0,10,0,2609,1,29,0
1993,1,1,1,0,1,3,2590,1,29,1
1995,1,1,1,0,2,2,2568,1,28,1
1996,1,1,1,0,5,7,2568,1,28,1
1997,1,1,1,0,1,1,2574,1,28,0
1998,1,1,1,0,3,0,2574,1,28,1
1999,1,1,1,0,19,0,2570,1,28,1
2000,1,1,1,0,2,4,2538,1,28,1
2001,1,1,1,0,7,4,2540,1,28,1
2003,1,1,1,0,0,0,2533,1,28,0
2004,1,1,1,0,20,0,2533,1,28,1
2005,1,1,1,0,4,1,2501,1,28,0
2006,1,1,1,0,0,0,2498,1,28,0
2007,1,1,1,0,4,4,2498,1,28,1
2008,1,1,1,0,0,0,2498,1,28,0
2009,1,1,1,0,1,0,2498,1,27,0
2010,1,1,1,0,1,1,2496,1,27,0
2011,1,1,1,0,4,8,2496,1,27,1
2012,2,2,2,0.961236605,2,1,1695,1,27,1
2014,1,1,1,0,0,0,2495,1,27,0
2018,3,3,5,0.561909193,16,1,814,1,27,1
2019,1,1,1,0,0,0,2415,1,27,1
2022,2,2,8,0.746675758,41,25,567,1,32,1
2023,1,1,1,0,0,0,2402,1,27,0
2026,1,1,1,0,1,1,2402,1,27,0
2027,2,2,2,0.811278124,2,1,1268,1,27,0
2028,1,1,1,0,2,2,2402,1,27,1
2030,1,1,1,0,4,1,2398,1,27,0
2031,1,1,1,0,0,0,2398,1,26,1
2032,2,2,5,0.855212256,30,12,811,1,29,1
2033,2,2,2,0.297472249,12,0,1558,1,26,1
2034,2,2,3,0.960229718,7,0,1073,1,26,1
2035,1,1,1,0,0,0,2369,1,26,0
2036,1,1,1,0,0,0,2369,1,26,1
2037,1,1,1,0,2,2,2369,1,26,0
2038,1,1,1,0,1,1,2369,1,26,0
2039,1,1,1,0,0,2,2369,1,26,0
2040,1,1,1,0,4,0,2371,1,26,1
2041,1,1,1,0,0,0,2369,1,26,0
2042,1,1,1,0,2,11,2369,1,26,0
2043,1,1,1,0,1,0,2377,1,26,1
2044,1,1,1,0,1,1,2376,1,26,1
2045,1,1,1,0,0,0,2376,1,26,0
2046,1,1,1,0,35,35,2376,1,26,0
2049,1,1,1,0,21,6,2374,1,26,1
2050,1,1,1,0,59,38,2350,1,26,1
2051,1,1,2,1,1,1,1565,1,31,0
2052,1,1,1,0,3,1,2321,1,26,0
2053,1,1,1,0,0,0,2318,1,26,0
2055,1,1,1,0,4,1,2317,1,25,1
2056,1,1,1,0,6,0,2316,1,25,1
2057,1,1,2,0.996791632,6,0,1286,1,30,1
2059,1,1,1,0,3,0,2303,1,25,0
2060,1,1,3,0.962947016,2,1,1304,1,27,1
2062,3,3,23,0.720695958,28,21,411,1,35,1
2064,1,1,1,0,0,0,2298,1,25,1
2066,1,1,2,1,1,0,1261,1,29,0
2068,3,3,5,0.677740395,24,1,830,1,31,1
2069,1,1,1,0,0,0,2288,1,23,0
2070,1,1,1,0,0,0,2288,1,23,0
2071,1,1,1,0,1,1,2288,1,23,0
2072,1,1,1,0,9,0,2288,1,23,1
2073,1,1,1,0,1,0,2272,1,23,0
2075,1,1,1,0,21,15,2270,1,23,0
2077,1,1,1,0,2,1,2241,1,22,0
2078,1,1,1,0,0,0,2240,1,22,0
2079,1,1,1,0,0,0,2240,1,22,0
2080,1,1,1,0,0,0,2240,1,22,0
2081,1,1,7,0.745942572,63,1,699,1,30,1
2083,1,1,1,0,1,0,2170,1,22,0
2085,1,1,1,0,0,0,2166,1,22,0
2086,1,1,2,0.845350937,4,0,1362,1,22,1
2087,1,1,4,0.704835169,15,11,981,1,28,1
2088,1,1,1,0,0,0,2165,1,22,0
2089,1,1,1,0,1,1,2165,1,22,1
2092,1,1,1,0,0,0,2161,1,22,0
2093,1,1,1,0,0,0,2161,1,22,0
2094,1,1,1,0,1,1,2161,1,21,0
2095,1,1,5,0.924421109,3,2,798,1,27,0
2096,1,1,1,0,1,0,2161,1,21,0
2099,1,1,1,0,1,1,2153,1,20,1
2100,1,1,1,0,0,0,2153,1,20,0
2101,1,1,1,0,11,0,2153,1,20,1
2102,1,1,1,0,0,7,2135,1,20,1
2103,1,1,1,0,7,0,2145,1,20,1
2104,1,1,5,0.739299695,7,38,832,1,26,1
2105,1,1,1,0,15,17,2138,1,20,1
2107,1,1,1,0,5,6,2138,1,20,0
2112,1,1,2,0.904381458,19,1,1244,1,20,0
2114,1,1,1,0,0,0,2073,1,20,0
2115,1,1,1,0,8,12,2073,1,20,1
2118,1,1,1,0,1,1,2062,1,20,0
2121,1,1,1,0,11,6,2052,1,20,0
2127,1,1,1,0,3,3,1742,1,20,0
2128,2,2,4,0.952819531,2,2,901,1,24,0
2129,1,1,1,0,2,1,1742,0,20,0
2130,1,1,1,0,3,5,1740,1,20,1
2131,1,1,1,0,25,15,1743,1,20,1
2132,1,1,1,0,1,1,1729,1,20,0
2133,1,1,1,0,1,1,1728,1,20,1
2134,1,1,1,0,20,5,1728,1,20,1
2136,1,1,1,0,1,1,1737,1,20,0
2137,3,3,9,0.851601804,4,4,420,0,25,0
2139,1,1,1,0,2,1,1738,1,19,0
2142,1,1,1,0,8,14,1733,1,19,0
2143,1,1,1,0,1,1,1739,1,19,0
2145,2,2,2,0.69621226,9,1,867,1,19,1
2146,1,1,1,0,1,1,1704,1,19,0
2148,1,1,2,0.977417818,3,4,1258,1,23,1
2149,1,1,1,0,4,8,1625,1,19,0
2150,1,1,1,0,5,6,1625,1,19,1
2153,1,1,3,0.595905918,5,1,1101,1,23,0
2154,1,1,1,0,4,1,1598,1,18,0
2155,1,1,2,0.877962001,15,7,860,1,18,0
2156,1,1,1,0,1,0,1590,1,18,1
2158,1,1,2,0.468995594,0,4,1234,1,21,0
2161,1,1,1,0,6,0,1568,1,17,0
2162,1,1,1,0,1,1,1564,1,17,0
2163,1,1,1,0,27,8,1564,1,17,1
2164,1,1,1,0,2,0,1544,1,17,0
2165,1,1,1,0,13,8,1544,1,16,1
2167,1,1,1,0,1,1,1535,1,16,0
2168,1,1,1,0,1,1,1535,1,16,1
2170,1,1,1,0,1,1,1529,1,16,0
2171,1,1,1,0,2,2,1529,1,16,0
2173,1,1,1,0,22,3,1528,1,16,1
2174,1,1,1,0,24,5,1513,1,16,1
2175,1,1,2,0.315056945,45,6,1201,1,20,1
2177,1,1,1,0,11,10,1461,1,16,1
2178,1,1,1,0,19,32,1458,1,16,1
2179,1,1,1,0,5,3,1461,1,16,0
2180,1,1,3,0.332896486,28,4,942,1,21,1
2181,1,1,1,0,1,1,1459,1,15,0
2182,1,1,1,0,3,1,1458,1,15,0
2183,1,1,3,0.953632054,40,5,699,1,19,1
2184,1,1,1,0,2,2,1440,1,15,0
2185,1,1,1,0,1,0,1440,1,15,0
2186,1,1,1,0,2,1,1438,1,15,0
2187,1,1,2,0.995727452,7,5,1143,1,20,0
2189,1,1,1,0,1,1,1425,1,15,0
2190,1,1,1,0,1,1,1424,1,15,0
2191,1,1,1,0,1,1,1424,1,15,0
2192,1,1,1,0,1,1,1424,1,15,0
2193,1,1,1,0,1,1,1424,1,15,0
2194,1,1,1,0,13,0,1424,1,15,1
2196,1,1,1,0,35,16,1412,1,15,0
2197,1,1,1,0,1,1,1391,0,15,0
2198,1,1,1,0,10,0,1391,1,15,1
2201,1,1,1,0,1,1,1372,1,15,0
2202,1,1,1,0,1,1,1372,1,14,0
2204,1,1,1,0,2,1,1344,1,14,0
2205,1,1,2,0.977417818,3,5,1094,1,18,1
2206,1,1,1,0,7,1,1344,1,13,1
2208,1,1,1,0,17,1,1343,1,12,1
2210,1,1,1,0,2,3,1329,1,12,0
2211,1,1,1,0,2,0,1328,1,12,0
2212,1,1,1,0,2,2,1328,1,12,1
2213,1,1,1,0,3,2,1328,1,11,1
2218,1,1,2,0.896038233,3,5,1006,1,15,1
2219,1,1,2,0.550984443,17,6,1033,1,14,0
2220,1,1,1,0,4,1,1287,1,10,0
2221,1,1,1,0,2,0,1286,1,10,1
2222,1,1,1,0,6,7,1283,1,10,1
2223,1,1,1,0,55,0,1287,1,10,1
2225,1,1,1,0,1,1,1200,1,10,1
2227,1,1,1,0,102,90,1162,1,10,1
2228,1,1,2,0.811278124,1,6,599,1,13,0
2229,1,1,1,0,8,4,1157,1,10,0
2230,1,1,2,0.836640742,6,1,1091,1,15,1
2231,1,1,1,0,4,1,1152,1,10,0
2232,1,1,4,0.772946953,11,4,640,1,15,1
2233,1,1,1,0,5,7,1151,1,10,1
2234,1,1,2,1,9,4,598,1,13,1
2236,1,1,1,0,11,4,1149,1,10,0
2237,1,1,1,0,4,1,1142,1,10,0
2238,1,1,1,0,27,25,1143,1,10,1
2239,1,1,1,0,4,3,1139,1,10,0
2240,1,1,5,0.771701245,22,85,625,1,14,1
2241,1,1,1,0,1,1,1145,0,9,0
2242,1,1,1,0,3,3,1145,0,9,0
2243,1,1,3,0.864973521,1,2,461,1,14,0
2244,1,1,4,0.820111964,14,10,469,1,14,1
2246,1,1,1,0,1,1,1140,1,8,1
2247,1,1,1,0,3,3,1140,1,8,0
2248,1,1,1,0,30,24,1140,1,8,0
2249,1,1,1,0,26,0,1132,1,8,0
2250,1,1,1,0,2,1,1112,1,8,0
2251,1,1,1,0,1,1,1111,1,8,0
2252,1,1,7,0.683185705,45,13,464,1,13,1
2253,1,1,1,0,1,1,1072,1,8,1
2254,1,1,1,0,10,9,1072,1,8,1
2255,1,1,1,0,118,16,1071,1,8,1
2256,1,1,1,0,64,67,983,1,8,1
2257,1,1,1,0,85,8,988,1,8,1
2258,1,1,3,0.43492625,207,37,635,1,8,1
2259,1,1,3,0.334648976,18,9,537,1,14,0
2260,1,1,1,0,66,0,925,1,8,1
2261,1,1,1,0,3,4,894,1,8,1
2262,1,1,1,0,16,8,894,1,8,1
2263,1,1,1,0,2,2,890,0,7,0
2265,1,1,1,0,56,43,869,1,7,0
2266,1,1,1,0,19,0,861,1,7,0
2267,1,1,1,0,5,1,851,0,7,0
2268,1,1,1,0,13,11,851,1,7,1
2269,1,1,1,0,1,0,849,1,7,0
2270,1,1,1,0,7,4,848,1,7,1
2271,1,1,1,0,1,1,845,0,7,0
2272,1,1,1,0,64,14,845,1,7,1
2273,1,1,1,0,1,1,834,0,6,0
2274,1,1,1,0,13,6,834,1,6,0
2275,1,1,1,0,8,1,830,0,6,0
2276,1,1,1,0,1,1,829,0,5,0
2278,1,1,1,0,1,2,829,0,4,0
2279,1,1,1,0,2,1,830,0,4,0
2282,1,1,4,0.784422747,65,18,490,0,7,1
2283,1,1,1,0,16,3,768,1,2,0
2285,1,1,1,0,4,4,737,0,2,0
2286,1,1,2,0.811278124,3,1,486,1,2,1
2287,1,1,1,0,1,1,736,1,2,0
2291,1,1,1,0,16,3,690,0,2,0
2292,1,1,1,0,4,0,687,0,2,1
2294,1,1,1,0,1,1,679,0,2,0
2297,1,1,1,0,9,1,668,1,2,0
2298,1,1,1,0,96,12,664,0,2,1
2299,1,1,1,0,0,2,628,0,2,0
2301,1,1,1,0,66,27,622,1,2,1
2306,1,1,1,0,4,0,454,0,2,1
2307,1,1,3,0.90667914,155,23,378,1,6,1
2310,1,1,1,0,5,5,412,1,1,0
2311,1,1,1,0,5,2,412,1,1,1
2312,1,1,1,0,19,15,411,1,1,0
2315,1,1,4,0.90010127,149,322,222,0,9,0
2316,1,1,1,0,4,1,793,1,3,0
